;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20
92;BPI-093-CO 2019-09-13 06:10 AM;BPI-093-CO 2019-09-13 07:50 AM;BPI-093-CO 2019-09-16 07:22 AM;BPI-093-CO 2019-09-16 07:36 AM;BPI-093-CO 2020-02-05 08:41 AM;BPI-093-CO 2020-02-05 08:59 AM;BPI-093-CO 2020-02-21 06:26 AM;BPI-093-CO 2020-02-21 06:45 AM;BPI-093-CO 2020-08-17 06:28 AM;BPI-093-CO 2020-08-17 07:01 AM;BPI-093-CO 2020-09-15 07:15 AM;BPI-093-CO 2020-09-15 08:18 AM;BPI-093-CO 2021-02-18 07:21 AM;BPI-093-CO 2021-02-18 09:05 AM;BPI-093-CO 2021-03-23 06:56 AM;BPI-093-CO 2021-03-23 08:17 AM;BPI-093-CO 2021-07-30 08:31 AM;BPI-093-CO 2021-07-31 07:31 AM;BPI-093-CO 2021-07-31 08:48 AM;BPI-093-CO 2021-09-19 08:11 AM
93;BPI-094-CO 2019-09-13 06:39 AM;BPI-094-CO 2019-09-13 07:22 AM;BPI-094-CO 2019-09-16 08:01 AM;BPI-094-CO 2019-09-16 08:17 AM;BPI-094-CO 2020-02-05 08:16 AM;BPI-094-CO 2020-02-05 08:44 AM;BPI-094-CO 2020-02-21 07:08 AM;BPI-094-CO 2020-02-21 07:27 AM;BPI-094-CO 2020-08-17 06:26 AM;BPI-094-CO 2020-08-17 07:12 AM;BPI-094-CO 2020-09-15 06:51 AM;BPI-094-CO 2020-09-15 08:53 AM;BPI-094-CO 2021-02-18 06:57 AM;BPI-094-CO 2021-02-18 08:37 AM;BPI-094-CO 2021-03-23 06:33 AM;BPI-094-CO 2021-03-23 07:57 AM;BPI-094-CO 2021-07-30 08:03 AM;BPI-094-CO 2021-07-31 06:59 AM;BPI-094-CO 2021-07-31 08:28 AM;BPI-094-CO 2021-09-19 08:36 AM
94;BPI-095-CO 2019-09-13 06:57 AM;BPI-095-CO 2019-09-13 07:16 AM;BPI-095-CO 2019-09-16 08:35 AM;BPI-095-CO 2019-09-16 08:54 AM;BPI-095-CO 2020-02-05 07:59 AM;BPI-095-CO 2020-02-05 08:15 AM;BPI-095-CO 2020-02-21 07:48 AM;BPI-095-CO 2020-02-21 08:06 AM;BPI-095-CO 2020-08-17 06:05 AM;BPI-095-CO 2020-08-17 06:49 AM;BPI-095-CO 2020-09-15 06:33 AM;BPI-095-CO 2020-09-15 08:37 AM;BPI-095-CO 2021-02-18 06:39 AM;BPI-095-CO 2021-02-18 07:54 AM;BPI-095-CO 2021-03-23 06:12 AM;BPI-095-CO 2021-03-23 07:31 AM;BPI-095-CO 2021-07-30 07:45 AM;BPI-095-CO 2021-07-31 06:33 AM;BPI-095-CO 2021-07-31 08:10 AM;BPI-095-CO 2021-09-19 07:32 AM
95;BPI-096-CO 2019-09-13 08:25 AM;BPI-096-CO 2019-09-13 08:39 AM;BPI-096-CO 2019-10-03 06:00 AM;BPI-096-CO 2019-10-03 06:19 AM;BPI-096-CO 2020-02-05 07:20 AM;BPI-096-CO 2020-02-05 07:36 AM;BPI-096-CO 2020-02-21 06:07 AM;BPI-096-CO 2020-02-21 08:23 AM;BPI-096-CO 2020-08-17 06:05 AM;BPI-096-CO 2020-08-17 07:31 AM;BPI-096-CO 2020-09-15 07:39 AM;BPI-096-CO 2020-09-18 05:52 AM;BPI-096-CO 2021-02-18 06:19 AM;BPI-096-CO 2021-02-18 08:09 AM;BPI-096-CO 2021-03-23 07:09 AM;BPI-096-CO 2021-03-23 07:28 AM;BPI-096-CO 2021-07-31 08:02 AM;BPI-096-CO 2021-09-13 08:32 AM;BPI-096-CO 2021-09-13 09:15 AM;BPI-096-CO 2021-09-19 06:48 AM
96;NA;NA;NA;NA;NA;NA;NA;NA;BPI-097-CO 2020-08-17 08:53 AM;BPI-097-CO 2020-09-24 07:41 AM;BPI-097-CO 2020-09-24 07:59 AM;BPI-097-CO 2020-09-24 08:16 AM;BPI-097-CO 2021-02-18 06:44 AM;BPI-097-CO 2021-02-18 07:52 AM;BPI-097-CO 2021-03-23 08:33 AM;BPI-097-CO 2021-03-23 08:50 AM;NA;BPI-097-CO 2021-09-17 06:18 AM;BPI-097-CO 2021-09-19 09:02 AM;BPI-097-CO 2021-09-19 09:18 AM
97;BPI-098-CO 2019-10-01 08:11 AM;BPI-098-CO 2019-10-01 08:34 AM;BPI-098-CO 2019-10-02 06:27 AM;BPI-098-CO 2019-10-02 06:56 AM;NA;NA;NA;NA;BPI-098-CO 2020-08-14 07:52 AM;BPI-098-CO 2020-08-14 08:13 AM;NA;BPI-098-CO 2020-09-18 09:22 AM;NA;NA;BPI-098-CO 2021-03-25 06:43 AM;NA;BPI-098-CO 2021-08-02 07:07 AM;BPI-098-CO 2021-09-13 07:58 AM;BPI-098-CO 2021-09-13 08:14 AM;BPI-098-CO 2021-09-19 07:52 AM
98;BPI-099-CO 2019-10-11 06:25 AM;BPI-099-CO 2019-10-11 09:12 AM;BPI-099-CO 2019-10-15 06:04 AM;BPI-099-CO 2019-10-15 08:58 AM;NA;NA;NA;NA;BPI-099-CO 2020-08-12 05:55 AM;BPI-099-CO 2020-08-12 06:57 AM;BPI-099-CO 2020-09-18 06:18 AM;BPI-099-CO 2020-09-18 07:38 AM;BPI-099-CO 2021-02-23 06:36 AM;BPI-099-CO 2021-03-19 08:20 AM;BPI-099-CO 2021-03-19 09:26 AM;BPI-099-CO 2021-03-19 09:37 AM;BPI-099-CO 2021-08-20 09:24 AM;BPI-099-CO 2021-08-20 09:41 AM;BPI-099-CO 2021-09-17 08:55 AM;BPI-099-CO 2021-09-17 09:32 AM
99;BPI-100-CO 2019-10-11 06:48 AM;BPI-100-CO 2019-10-11 08:55 AM;BPI-100-CO 2019-10-15 06:39 AM;BPI-100-CO 2019-10-15 08:50 AM;NA;NA;NA;NA;BPI-100-CO 2020-08-12 05:55 AM;BPI-100-CO 2020-08-12 06:22 AM;BPI-100-CO 2020-09-18 06:45 AM;BPI-100-CO 2020-09-18 08:02 AM;BPI-100-CO 2021-02-23 06:51 AM;BPI-100-CO 2021-02-23 08:29 AM;BPI-100-CO 2021-03-19 06:57 AM;BPI-100-CO 2021-03-19 08:13 AM;BPI-100-CO 2021-08-20 09:46 AM;BPI-100-CO 2021-09-17 06:58 AM;BPI-100-CO 2021-09-17 07:37 AM;BPI-100-CO 2021-09-17 08:25 AM
100;BPI-101-CO 2019-10-11 07:18 AM;BPI-101-CO 2019-10-11 08:10 AM;BPI-101-CO 2019-10-15 07:08 AM;BPI-101-CO 2019-10-15 08:01 AM;NA;NA;NA;NA;BPI-101-CO 2020-08-12 06:19 AM;BPI-101-CO 2020-08-12 06:56 AM;BPI-101-CO 2020-09-18 07:17 AM;BPI-101-CO 2020-09-18 08:23 AM;BPI-101-CO 2021-02-23 07:28 AM;BPI-101-CO 2021-02-23 08:53 AM;BPI-101-CO 2021-03-19 07:18 AM;BPI-101-CO 2021-03-19 08:39 AM;BPI-101-CO 2021-09-01 08:07 AM;BPI-101-CO 2021-09-17 07:24 AM;BPI-101-CO 2021-09-17 08:07 AM;BPI-101-CO 2021-09-17 09:04 AM
101;BPI-102-CO 2019-10-11 07:48 AM;BPI-102-CO 2019-10-11 08:28 AM;BPI-102-CO 2019-10-15 07:30 AM;BPI-102-CO 2019-10-15 08:24 AM;NA;NA;NA;NA;BPI-102-CO 2020-09-18 07:37 AM;BPI-102-CO 2020-09-18 07:50 AM;BPI-102-CO 2020-09-18 08:38 AM;NA;BPI-102-CO 2021-02-23 07:46 AM;BPI-102-CO 2021-02-23 09:23 AM;BPI-102-CO 2021-03-19 07:40 AM;BPI-102-CO 2021-03-19 08:51 AM;BPI-102-CO 2021-09-01 07:53 AM;BPI-102-CO 2021-09-17 07:46 AM;BPI-102-CO 2021-09-17 08:26 AM;BPI-102-CO 2021-09-17 08:46 AM
102;BPI-103-CO 2019-10-11 07:01 AM;BPI-103-CO 2019-10-11 07:41 AM;BPI-103-CO 2019-10-15 06:50 AM;BPI-103-CO 2019-10-15 07:26 AM;NA;NA;NA;NA;BPI-103-CO 2020-09-18 06:40 AM;BPI-103-CO 2020-09-18 08:36 AM;NA;NA;BPI-103-CO 2021-02-23 06:52 AM;BPI-103-CO 2021-02-23 09:16 AM;BPI-103-CO 2021-03-19 06:30 AM;BPI-103-CO 2021-03-19 09:13 AM;BPI-103-CO 2021-08-20 08:25 AM;BPI-103-CO 2021-08-20 08:49 AM;BPI-103-CO 2021-09-17 06:54 AM;BPI-103-CO 2021-09-17 09:15 AM
103;BPI-104-CO 2019-10-01 08:16 AM;BPI-104-CO 2019-10-01 08:34 AM;BPI-104-CO 2019-10-02 06:25 AM;BPI-104-CO 2019-10-02 06:49 AM;NA;NA;NA;NA;BPI-104-CO 2020-08-14 08:15 AM;BPI-104-CO 2020-08-14 08:46 AM;BPI-104-CO 2020-09-15 07:38 AM;BPI-104-CO 2020-09-15 07:58 AM;NA;NA;BPI-104-CO 2021-03-25 07:22 AM;NA;BPI-104-CO 2021-07-31 07:48 AM;BPI-104-CO 2021-09-13 08:47 AM;BPI-104-CO 2021-09-13 09:02 AM;BPI-104-CO 2021-09-19 07:06 AM
104;BPI-105-CO 2019-10-08 06:28 AM;BPI-105-CO 2019-10-08 07:11 AM;BPI-105-CO 2019-10-09 07:47 AM;BPI-105-CO 2019-10-09 08:23 AM;BPI-105-CO 2020-03-17 07:06 AM;BPI-105-CO 2020-03-17 08:01 AM;BPI-105-CO 2020-03-19 06:46 AM;BPI-105-CO 2020-03-19 07:38 AM;BPI-105-CO 2020-09-01 06:18 AM;BPI-105-CO 2020-09-01 07:38 AM;BPI-105-CO 2020-09-28 06:15 AM;BPI-105-CO 2020-09-28 07:08 AM;BPI-105-CO 2021-02-25 07:49 AM;BPI-105-CO 2021-02-25 08:17 AM;BPI-105-CO 2021-03-26 08:32 AM;BPI-105-CO 2021-03-26 08:59 AM;BPI-105-CO 2021-08-03 06:49 AM;BPI-105-CO 2021-08-03 07:20 AM;BPI-105-CO 2021-09-10 07:04 AM;BPI-105-CO 2021-09-15 08:56 AM
105;BPI-106-CO 2019-10-08 06:06 AM;BPI-106-CO 2019-10-08 06:44 AM;BPI-106-CO 2019-10-09 07:24 AM;BPI-106-CO 2019-10-09 07:58 AM;BPI-106-CO 2020-03-17 07:29 AM;BPI-106-CO 2020-03-17 07:44 AM;BPI-106-CO 2020-03-19 07:03 AM;BPI-106-CO 2020-03-19 07:19 AM;BPI-106-CO 2020-09-01 05:57 AM;BPI-106-CO 2020-09-01 08:01 AM;BPI-106-CO 2020-09-28 06:33 AM;BPI-106-CO 2020-09-28 06:52 AM;BPI-106-CO 2021-02-25 07:30 AM;BPI-106-CO 2021-02-25 08:39 AM;BPI-106-CO 2021-03-26 08:09 AM;BPI-106-CO 2021-03-26 08:36 AM;BPI-106-CO 2021-08-03 07:07 AM;BPI-106-CO 2021-08-03 07:39 AM;NA;BPI-106-CO 2021-09-10 07:27 AM
106;BPI-107-CO 2019-10-08 05:56 AM;BPI-107-CO 2019-10-08 07:17 AM;BPI-107-CO 2019-10-09 07:13 AM;BPI-107-CO 2019-10-09 08:25 AM;BPI-107-CO 2020-03-17 06:46 AM;BPI-107-CO 2020-03-17 08:32 AM;BPI-107-CO 2020-03-19 06:06 AM;BPI-107-CO 2020-03-19 08:14 AM;BPI-107-CO 2020-09-01 05:36 AM;BPI-107-CO 2020-09-01 06:59 AM;BPI-107-CO 2020-09-28 05:38 AM;BPI-107-CO 2020-09-28 07:52 AM;BPI-107-CO 2021-02-25 07:42 AM;BPI-107-CO 2021-02-25 08:15 AM;BPI-107-CO 2021-03-26 07:57 AM;BPI-107-CO 2021-03-26 09:22 AM;BPI-107-CO 2021-08-03 06:19 AM;BPI-107-CO 2021-08-03 06:43 AM;NA;BPI-107-CO 2021-09-10 06:26 AM
107;NA;NA;NA;NA;BPI-108-CO 2020-02-01 07:09 AM;BPI-108-CO 2020-02-01 09:08 AM;BPI-108-CO 2020-03-11 06:11 AM;BPI-108-CO 2020-03-11 06:30 AM;BPI-108-CO 2020-08-26 06:19 AM;BPI-108-CO 2020-08-26 09:26 AM;BPI-108-CO 2020-09-30 07:27 AM;BPI-108-CO 2020-09-30 07:45 AM;BPI-108-CO 2021-02-17 06:20 AM;BPI-108-CO 2021-02-17 09:12 AM;BPI-108-CO 2021-02-17 09:52 AM;BPI-108-CO 2021-02-22 10:13 AM;BPI-108-CO 2021-07-23 06:21 AM;BPI-108-CO 2021-08-29 08:59 AM;BPI-108-CO 2021-09-16 06:43 AM;BPI-108-CO 2021-09-16 06:58 AM
108;BPI-109-CO 2019-10-08 06:20 AM;BPI-109-CO 2019-10-08 06:50 AM;BPI-109-CO 2019-10-09 07:34 AM;BPI-109-CO 2019-10-09 08:05 AM;BPI-109-CO 2020-03-17 08:19 AM;BPI-109-CO 2020-03-17 09:13 AM;BPI-109-CO 2020-03-19 06:20 AM;BPI-109-CO 2020-03-19 07:54 AM;BPI-109-CO 2020-09-01 06:37 AM;BPI-109-CO 2020-09-01 07:15 AM;BPI-109-CO 2020-09-28 05:56 AM;BPI-109-CO 2020-09-28 07:24 AM;BPI-109-CO 2021-02-25 07:09 AM;BPI-109-CO 2021-02-25 09:08 AM;BPI-109-CO 2021-03-26 08:13 AM;BPI-109-CO 2021-03-26 08:53 AM;BPI-109-CO 2021-08-03 06:31 AM;BPI-109-CO 2021-08-03 06:59 AM;BPI-109-CO 2021-09-10 06:45 AM;BPI-109-CO 2021-09-15 09:16 AM
109;BPI-110-CO 2019-10-04 08:20 AM;BPI-110-CO 2019-10-04 08:46 AM;BPI-110-CO 2019-10-05 06:36 AM;BPI-110-CO 2019-10-05 06:54 AM;BPI-110-CO 2020-03-07 08:41 AM;BPI-110-CO 2020-03-07 08:55 AM;BPI-110-CO 2020-03-16 08:01 AM;BPI-110-CO 2020-03-18 06:35 AM;BPI-110-CO 2020-08-18 06:11 AM;BPI-110-CO 2020-08-18 06:30 AM;BPI-110-CO 2020-09-28 05:56 AM;BPI-110-CO 2020-09-28 09:05 AM;BPI-110-CO 2021-02-08 09:04 AM;BPI-110-CO 2021-03-29 09:08 AM;BPI-110-CO 2021-04-06 06:43 AM;BPI-110-CO 2021-04-06 07:03 AM;BPI-110-CO 2021-08-25 08:17 AM;BPI-110-CO 2021-08-25 08:47 AM;BPI-110-CO 2021-08-31 09:46 AM;BPI-110-CO 2021-08-31 10:12 AM
110;BPI-111-CO 2019-10-07 06:33 AM;BPI-111-CO 2019-10-07 07:11 AM;BPI-111-CO 2019-10-12 06:20 AM;BPI-111-CO 2019-10-12 06:42 AM;BPI-111-CO 2020-03-04 07:46 AM;BPI-111-CO 2020-03-04 08:20 AM;BPI-111-CO 2020-03-05 06:32 AM;BPI-111-CO 2020-03-05 06:49 AM;NA;BPI-111-CO 2020-08-18 09:39 AM;BPI-111-CO 2020-09-26 05:44 AM;BPI-111-CO 2020-09-26 06:01 AM;BPI-111-CO 2021-02-08 06:41 AM;BPI-111-CO 2021-02-08 07:57 AM;BPI-111-CO 2021-02-08 08:19 AM;BPI-111-CO 2021-04-06 09:05 AM;BPI-111-CO 2021-07-29 09:05 AM;BPI-111-CO 2021-08-23 08:01 AM;BPI-111-CO 2021-08-23 08:20 AM;BPI-111-CO 2021-09-09 08:00 AM
111;BPI-112-CO 2019-10-07 06:08 AM;BPI-112-CO 2019-10-07 06:50 AM;BPI-112-CO 2019-10-12 06:19 AM;BPI-112-CO 2019-10-12 06:35 AM;BPI-112-CO 2020-03-04 08:03 AM;BPI-112-CO 2020-03-04 08:37 AM;BPI-112-CO 2020-03-05 06:14 AM;BPI-112-CO 2020-03-05 07:04 AM;NA;BPI-112-CO 2020-08-18 09:35 AM;BPI-112-CO 2020-09-26 06:21 AM;BPI-112-CO 2020-09-26 06:42 AM;BPI-112-CO 2021-02-08 06:22 AM;BPI-112-CO 2021-02-08 07:54 AM;BPI-112-CO 2021-02-08 08:18 AM;BPI-112-CO 2021-04-06 08:29 AM;BPI-112-CO 2021-07-29 09:20 AM;BPI-112-CO 2021-08-23 07:37 AM;BPI-112-CO 2021-08-23 08:00 AM;BPI-112-CO 2021-09-09 08:23 AM
112;BPI-113-CO 2019-10-23 07:31 AM;BPI-113-CO 2019-10-23 07:48 AM;BPI-113-CO 2019-10-23 08:06 AM;BPI-113-CO 2019-10-23 08:21 AM;BPI-113-CO 2020-02-13 07:07 AM;BPI-113-CO 2020-02-13 08:10 AM;BPI-113-CO 2020-02-14 07:18 AM;BPI-113-CO 2020-02-14 07:47 AM;BPI-113-CO 2020-08-20 08:24 AM;BPI-113-CO 2020-08-20 09:28 AM;BPI-113-CO 2020-09-08 08:51 AM;BPI-113-CO 2020-09-08 09:37 AM;BPI-113-CO 2021-01-28 08:54 AM;BPI-113-CO 2021-03-03 08:01 AM;BPI-113-CO 2021-03-29 06:20 AM;BPI-113-CO 2021-03-30 07:32 AM;BPI-113-CO 2021-08-09 07:11 AM;BPI-113-CO 2021-08-16 07:55 AM;BPI-113-CO 2021-09-08 07:28 AM;BPI-113-CO 2021-09-08 08:26 AM
113;BPI-114-CO 2019-10-23 08:06 AM;BPI-114-CO 2019-10-23 08:39 AM;BPI-114-CO 2019-10-23 08:54 AM;BPI-114-CO 2019-11-08 08:06 AM;BPI-114-CO 2020-02-13 06:54 AM;BPI-114-CO 2020-02-13 08:22 AM;BPI-114-CO 2020-02-14 07:31 AM;BPI-114-CO 2020-02-14 08:04 AM;BPI-114-CO 2020-08-20 08:08 AM;BPI-114-CO 2020-08-20 09:12 AM;BPI-114-CO 2020-09-08 09:23 AM;BPI-114-CO 2020-09-08 09:46 AM;BPI-114-CO 2021-01-28 08:36 AM;BPI-114-CO 2021-03-03 08:20 AM;BPI-114-CO 2021-03-29 06:40 AM;BPI-114-CO 2021-03-30 07:09 AM;BPI-114-CO 2021-08-09 06:55 AM;BPI-114-CO 2021-08-16 07:37 AM;BPI-114-CO 2021-09-08 07:10 AM;BPI-114-CO 2021-09-08 08:43 AM
114;BPI-115-CO 2019-10-23 08:20 AM;BPI-115-CO 2019-10-23 08:35 AM;NA;NA;BPI-115-CO 2020-02-13 06:40 AM;BPI-115-CO 2020-02-13 08:37 AM;BPI-115-CO 2020-02-14 06:21 AM;BPI-115-CO 2020-02-14 08:19 AM;BPI-115-CO 2020-08-20 08:50 AM;BPI-115-CO 2020-08-20 09:18 AM;BPI-115-CO 2020-09-08 08:56 AM;BPI-115-CO 2020-09-08 09:31 AM;BPI-115-CO 2021-01-28 08:19 AM;BPI-115-CO 2021-03-03 08:38 AM;BPI-115-CO 2021-03-29 07:00 AM;BPI-115-CO 2021-03-30 06:50 AM;BPI-115-CO 2021-08-09 06:34 AM;BPI-115-CO 2021-08-16 07:23 AM;BPI-115-CO 2021-09-08 06:54 AM;BPI-115-CO 2021-09-08 09:00 AM
115;BPI-116-CO 2019-10-08 08:10 AM;BPI-116-CO 2019-10-08 08:39 AM;BPI-116-CO 2019-10-09 05:49 AM;BPI-116-CO 2019-10-09 06:27 AM;BPI-116-CO 2020-02-27 06:32 AM;BPI-116-CO 2020-02-27 07:40 AM;BPI-116-CO 2020-02-28 07:15 AM;BPI-116-CO 2020-02-28 08:03 AM;BPI-116-CO 2020-08-25 06:35 AM;BPI-116-CO 2020-08-25 07:17 AM;BPI-116-CO 2020-09-09 06:27 AM;BPI-116-CO 2020-09-09 08:25 AM;BPI-116-CO 2021-03-02 06:39 AM;BPI-116-CO 2021-03-02 07:05 AM;BPI-116-CO 2021-03-18 07:39 AM;BPI-116-CO 2021-03-25 06:59 AM;BPI-116-CO 2021-08-02 06:16 AM;BPI-116-CO 2021-08-13 06:58 AM;BPI-116-CO 2021-09-06 07:40 AM;BPI-116-CO 2021-09-06 08:09 AM
116;BPI-117-CO 2019-10-08 08:23 AM;BPI-117-CO 2019-10-08 08:57 AM;BPI-117-CO 2019-10-09 06:10 AM;BPI-117-CO 2019-10-09 06:42 AM;BPI-117-CO 2020-02-27 06:19 AM;BPI-117-CO 2020-02-27 07:56 AM;BPI-117-CO 2020-02-28 07:29 AM;BPI-117-CO 2020-02-28 08:19 AM;BPI-117-CO 2020-08-25 06:18 AM;BPI-117-CO 2020-08-25 07:02 AM;BPI-117-CO 2020-09-09 06:23 AM;BPI-117-CO 2020-09-09 08:11 AM;BPI-117-CO 2021-03-02 06:42 AM;BPI-117-CO 2021-03-02 07:23 AM;BPI-117-CO 2021-03-18 07:25 AM;BPI-117-CO 2021-03-25 07:12 AM;BPI-117-CO 2021-08-02 06:05 AM;BPI-117-CO 2021-08-13 07:11 AM;BPI-117-CO 2021-09-06 07:51 AM;BPI-117-CO 2021-09-06 08:08 AM
117;BPI-118-CO 2019-10-08 08:04 AM;BPI-118-CO 2019-10-08 08:44 AM;BPI-118-CO 2019-10-09 05:47 AM;BPI-118-CO 2019-10-09 06:26 AM;BPI-118-CO 2020-02-27 06:05 AM;BPI-118-CO 2020-02-27 08:09 AM;BPI-118-CO 2020-02-28 07:44 AM;BPI-118-CO 2020-02-28 08:33 AM;BPI-118-CO 2020-08-25 06:01 AM;BPI-118-CO 2020-08-25 06:45 AM;BPI-118-CO 2020-09-09 05:51 AM;BPI-118-CO 2020-09-09 07:50 AM;BPI-118-CO 2021-03-02 06:23 AM;BPI-118-CO 2021-03-02 07:05 AM;BPI-118-CO 2021-03-18 07:09 AM;BPI-118-CO 2021-03-25 07:27 AM;BPI-118-CO 2021-08-02 05:44 AM;BPI-118-CO 2021-08-13 07:31 AM;BPI-118-CO 2021-09-06 07:32 AM;BPI-118-CO 2021-09-06 08:23 AM
118;BPI-119-CO 2019-10-04 08:48 AM;BPI-119-CO 2019-10-05 05:56 AM;BPI-119-CO 2019-10-05 06:10 AM;BPI-119-CO 2019-10-05 08:59 AM;BPI-119-CO 2020-03-07 06:22 AM;BPI-119-CO 2020-03-07 06:42 AM;BPI-119-CO 2020-03-16 08:55 AM;BPI-119-CO 2020-03-18 07:07 AM;BPI-119-CO 2020-08-18 06:58 AM;NA;NA;BPI-119-CO 2020-09-28 08:48 AM;BPI-119-CO 2021-01-29 07:07 AM;BPI-119-CO 2021-02-08 08:11 AM;BPI-119-CO 2021-04-02 06:02 AM;BPI-119-CO 2021-04-06 06:05 AM;BPI-119-CO 2021-07-29 07:47 AM;BPI-119-CO 2021-08-16 09:03 AM;BPI-119-CO 2021-08-23 06:35 AM;BPI-119-CO 2021-08-23 06:53 AM
119;BPI-120-CO 2019-10-05 06:25 AM;BPI-120-CO 2019-10-05 06:39 AM;NA;BPI-120-CO 2019-10-05 09:01 AM;BPI-120-CO 2020-03-07 06:37 AM;BPI-120-CO 2020-03-07 06:56 AM;BPI-120-CO 2020-03-16 08:43 AM;BPI-120-CO 2020-03-18 06:55 AM;BPI-120-CO 2020-08-18 05:42 AM;BPI-120-CO 2020-08-18 05:47 AM;BPI-120-CO 2020-08-18 06:09 AM;NA;BPI-120-CO 2021-01-29 07:25 AM;BPI-120-CO 2021-02-08 08:25 AM;BPI-120-CO 2021-04-02 06:24 AM;BPI-120-CO 2021-04-06 06:21 AM;BPI-120-CO 2021-07-29 07:34 AM;BPI-120-CO 2021-08-16 08:55 AM;BPI-120-CO 2021-08-23 06:33 AM;BPI-120-CO 2021-08-23 06:54 AM
120;BPI-121-CO 2019-10-11 07:21 AM;BPI-121-CO 2019-10-11 08:10 AM;BPI-121-CO 2019-10-15 07:08 AM;BPI-121-CO 2019-10-15 07:47 AM;NA;NA;NA;NA;BPI-121-CO 2020-08-12 07:48 AM;BPI-121-CO 2020-08-12 08:23 AM;BPI-121-CO 2020-09-18 06:24 AM;BPI-121-CO 2020-09-18 08:52 AM;BPI-121-CO 2021-02-23 07:13 AM;BPI-121-CO 2021-02-23 09:42 AM;BPI-121-CO 2021-03-19 06:55 AM;BPI-121-CO 2021-03-19 09:29 AM;BPI-121-CO 2021-08-20 08:03 AM;BPI-121-CO 2021-08-20 08:17 AM;BPI-121-CO 2021-09-17 07:08 AM;BPI-121-CO 2021-09-17 09:28 AM
121;BPI-122-CO 2019-10-11 06:23 AM;BPI-122-CO 2019-10-11 09:05 AM;BPI-122-CO 2019-10-15 06:10 AM;BPI-122-CO 2019-10-15 08:30 AM;NA;NA;NA;NA;BPI-122-CO 2020-08-12 08:18 AM;BPI-122-CO 2020-08-12 08:52 AM;BPI-122-CO 2020-09-18 06:58 AM;NA;BPI-122-CO 2021-02-23 07:43 AM;BPI-122-CO 2021-02-23 08:56 AM;BPI-122-CO 2021-03-19 07:24 AM;BPI-122-CO 2021-03-19 09:52 AM;BPI-122-CO 2021-08-20 07:24 AM;BPI-122-CO 2021-08-20 07:44 AM;BPI-122-CO 2021-09-17 09:49 AM;BPI-122-CO 2021-09-17 10:14 AM
122;BPI-123-CO 2019-10-11 06:42 AM;BPI-123-CO 2019-10-11 08:43 AM;BPI-123-CO 2019-10-15 06:30 AM;BPI-123-CO 2019-10-15 08:13 AM;NA;NA;NA;NA;BPI-123-CO 2020-08-12 07:21 AM;BPI-123-CO 2020-08-12 07:42 AM;BPI-123-CO 2020-09-18 07:17 AM;BPI-123-CO 2020-09-18 09:17 AM;BPI-123-CO 2021-02-23 06:29 AM;BPI-123-CO 2021-02-23 08:35 AM;BPI-123-CO 2021-03-19 07:44 AM;BPI-123-CO 2021-03-19 08:57 AM;BPI-123-CO 2021-08-20 08:55 AM;BPI-123-CO 2021-08-20 09:12 AM;BPI-123-CO 2021-09-17 09:59 AM;BPI-123-CO 2021-09-19 08:59 AM
