;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20
123;BPI-124-CO 2019-10-10 06:16 AM;BPI-124-CO 2019-10-10 06:34 AM;BPI-124-CO 2019-10-16 06:46 AM;BPI-124-CO 2019-10-16 07:19 AM;BPI-124-CO 2020-01-21 08:21 AM;BPI-124-CO 2020-01-21 08:38 AM;BPI-124-CO 2020-01-23 06:49 AM;BPI-124-CO 2020-01-31 08:51 AM;BPI-124-CO 2020-08-13 06:10 AM;BPI-124-CO 2020-08-13 06:43 AM;BPI-124-CO 2020-09-10 07:25 AM;BPI-124-CO 2020-09-10 08:33 AM;BPI-124-CO 2021-02-15 07:04 AM;BPI-124-CO 2021-02-15 07:25 AM;BPI-124-CO 2021-02-15 09:12 AM;BPI-124-CO 2021-03-09 07:09 AM;BPI-124-CO 2021-07-19 06:21 AM;BPI-124-CO 2021-07-19 07:23 AM;BPI-124-CO 2021-07-19 08:47 AM;BPI-124-CO 2021-08-16 08:42 AM
124;BPI-125-CO 2019-10-10 06:22 AM;BPI-125-CO 2019-10-10 06:39 AM;BPI-125-CO 2019-10-10 08:41 AM;BPI-125-CO 2019-10-16 06:31 AM;BPI-125-CO 2019-10-16 07:03 AM;BPI-125-CO 2020-01-21 08:23 AM;BPI-125-CO 2020-01-21 08:44 AM;BPI-125-CO 2020-01-23 07:01 AM;BPI-125-CO 2020-01-31 08:36 AM;BPI-125-CO 2020-08-13 06:06 AM;BPI-125-CO 2020-08-13 06:25 AM;BPI-125-CO 2020-09-10 09:08 AM;BPI-125-CO 2021-02-15 06:50 AM;BPI-125-CO 2021-02-15 07:21 AM;BPI-125-CO 2021-02-15 08:55 AM;BPI-125-CO 2021-03-09 06:54 AM;BPI-125-CO 2021-07-19 06:37 AM;BPI-125-CO 2021-07-19 07:10 AM;BPI-125-CO 2021-07-19 08:29 AM;BPI-125-CO 2021-08-16 08:29 AM
125;BPI-126-CO 2019-10-22 05:47 AM;BPI-126-CO 2019-10-22 06:42 AM;BPI-126-CO 2019-10-24 07:27 AM;BPI-126-CO 2019-10-24 07:43 AM;BPI-126-CO 2020-02-09 06:40 AM;BPI-126-CO 2020-02-09 08:12 AM;BPI-126-CO 2020-02-11 07:16 AM;BPI-126-CO 2020-02-11 08:44 AM;BPI-126-CO 2020-08-10 08:59 AM;BPI-126-CO 2020-08-10 09:33 AM;BPI-126-CO 2020-09-11 07:54 AM;BPI-126-CO 2020-09-11 09:18 AM;BPI-126-CO 2021-02-05 06:07 AM;BPI-126-CO 2021-02-05 08:25 AM;BPI-126-CO 2021-03-15 06:21 AM;BPI-126-CO 2021-03-15 06:52 AM;BPI-126-CO 2021-07-26 07:08 AM;BPI-126-CO 2021-08-02 07:21 AM;BPI-126-CO 2021-08-02 07:44 AM;BPI-126-CO 2021-08-02 08:14 AM
126;BPI-127-CO 2019-10-22 06:04 AM;BPI-127-CO 2019-10-22 06:28 AM;BPI-127-CO 2019-10-24 07:59 AM;BPI-127-CO 2019-10-24 08:28 AM;BPI-127-CO 2020-02-09 06:27 AM;BPI-127-CO 2020-02-09 08:26 AM;BPI-127-CO 2020-02-11 07:00 AM;BPI-127-CO 2020-02-11 08:45 AM;BPI-127-CO 2020-08-10 09:17 AM;BPI-127-CO 2020-08-10 09:42 AM;BPI-127-CO 2020-09-11 08:08 AM;BPI-127-CO 2020-09-11 09:05 AM;BPI-127-CO 2021-02-05 08:35 AM;BPI-127-CO 2021-02-05 08:54 AM;BPI-127-CO 2021-03-15 06:37 AM;BPI-127-CO 2021-03-15 08:19 AM;BPI-127-CO 2021-07-26 07:25 AM;BPI-127-CO 2021-08-02 07:04 AM;BPI-127-CO 2021-08-02 07:29 AM;BPI-127-CO 2021-08-02 08:00 AM
127;BPI-128-CO 2019-10-22 05:54 AM;BPI-128-CO 2019-10-22 06:22 AM;BPI-128-CO 2019-10-24 08:14 AM;BPI-128-CO 2019-10-24 08:43 AM;BPI-128-CO 2020-02-09 06:14 AM;BPI-128-CO 2020-02-09 08:40 AM;BPI-128-CO 2020-02-11 06:46 AM;BPI-128-CO 2020-02-11 09:05 AM;BPI-128-CO 2020-08-10 09:01 AM;BPI-128-CO 2020-08-10 09:32 AM;BPI-128-CO 2020-09-11 08:21 AM;BPI-128-CO 2020-09-11 08:43 AM;BPI-128-CO 2021-02-05 08:56 AM;BPI-128-CO 2021-02-05 09:20 AM;BPI-128-CO 2021-03-15 08:33 AM;BPI-128-CO 2021-03-15 09:08 AM;BPI-128-CO 2021-07-26 07:40 AM;BPI-128-CO 2021-08-02 06:45 AM;BPI-128-CO 2021-08-02 07:03 AM;BPI-128-CO 2021-08-02 08:28 AM
128;BPI-129-CO 2019-10-22 07:22 AM;BPI-129-CO 2019-10-22 07:41 AM;BPI-129-CO 2019-10-24 08:09 AM;BPI-129-CO 2019-10-24 08:25 AM;BPI-129-CO 2020-02-18 06:54 AM;BPI-129-CO 2020-02-19 08:28 AM;NA;NA;BPI-129-CO 2020-08-10 06:32 AM;BPI-129-CO 2020-08-10 06:50 AM;BPI-129-CO 2020-09-07 06:04 AM;BPI-129-CO 2020-09-07 06:52 AM;BPI-129-CO 2021-02-10 06:52 AM;BPI-129-CO 2021-02-10 07:51 AM;BPI-129-CO 2021-02-23 07:03 AM;NA;BPI-129-CO 2021-07-26 06:21 AM;BPI-129-CO 2021-09-14 07:38 AM;BPI-129-CO 2021-09-14 07:56 AM;BPI-129-CO 2021-09-14 09:56 AM
129;BPI-130-CO 2019-10-22 08:21 AM;BPI-130-CO 2019-10-22 08:35 AM;BPI-130-CO 2019-10-24 06:44 AM;BPI-130-CO 2019-10-24 07:02 AM;BPI-130-CO 2020-02-09 08:54 AM;BPI-130-CO 2020-02-09 09:10 AM;BPI-130-CO 2020-02-11 06:30 AM;BPI-130-CO 2020-02-11 09:09 AM;BPI-130-CO 2020-09-03 06:05 AM;BPI-130-CO 2020-09-03 06:25 AM;BPI-130-CO 2020-09-07 05:54 AM;BPI-130-CO 2020-09-07 08:04 AM;BPI-130-CO 2021-02-10 06:57 AM;BPI-130-CO 2021-02-10 08:44 AM;BPI-130-CO 2021-02-10 09:45 AM;BPI-130-CO 2021-02-23 06:20 AM;BPI-130-CO 2021-07-26 07:56 AM;BPI-130-CO 2021-08-02 06:24 AM;BPI-130-CO 2021-08-02 06:44 AM;BPI-130-CO 2021-08-02 08:48 AM
130;BPI-131-CO 2019-11-19 07:01 AM;BPI-131-CO 2019-11-19 07:18 AM;BPI-131-CO 2019-11-20 06:38 AM;BPI-131-CO 2019-11-20 06:57 AM;BPI-131-CO 2020-02-27 06:45 AM;BPI-131-CO 2020-02-27 07:13 AM;BPI-131-CO 2020-02-28 06:30 AM;BPI-131-CO 2020-02-28 07:00 AM;BPI-131-CO 2020-08-25 07:18 AM;BPI-131-CO 2020-08-25 07:51 AM;BPI-131-CO 2020-09-09 06:11 AM;BPI-131-CO 2020-09-09 06:43 AM;BPI-131-CO 2021-03-02 06:26 AM;BPI-131-CO 2021-03-02 07:40 AM;BPI-131-CO 2021-03-18 07:55 AM;BPI-131-CO 2021-03-25 06:44 AM;BPI-131-CO 2021-07-26 08:33 AM;BPI-131-CO 2021-08-03 09:15 AM;BPI-131-CO 2021-08-13 06:42 AM;BPI-131-CO 2021-09-06 08:24 AM
131;BPI-132-CO 2019-11-19 06:44 AM;BPI-132-CO 2019-11-19 07:32 AM;BPI-132-CO 2019-11-20 06:25 AM;BPI-132-CO 2019-11-20 07:12 AM;BPI-132-CO 2020-02-27 06:59 AM;BPI-132-CO 2020-02-27 07:26 AM;BPI-132-CO 2020-02-28 06:15 AM;BPI-132-CO 2020-02-28 06:45 AM;BPI-132-CO 2020-08-25 07:44 AM;BPI-132-CO 2020-08-25 08:18 AM;BPI-132-CO 2020-09-09 05:54 AM;BPI-132-CO 2020-09-09 07:03 AM;BPI-132-CO 2021-03-02 06:10 AM;BPI-132-CO 2021-03-02 07:58 AM;BPI-132-CO 2021-03-18 08:11 AM;BPI-132-CO 2021-03-25 06:28 AM;BPI-132-CO 2021-07-26 08:52 AM;BPI-132-CO 2021-08-03 09:03 AM;BPI-132-CO 2021-08-13 06:26 AM;BPI-132-CO 2021-09-06 07:22 AM
132;BPI-133-CO 2019-11-15 06:33 AM;BPI-133-CO 2019-11-15 06:53 AM;BPI-133-CO 2019-11-15 07:33 AM;BPI-133-CO 2019-11-15 07:50 AM;NA;NA;NA;NA;BPI-133-CO 2020-08-25 06:01 AM;NA;BPI-133-CO 2020-09-09 06:52 AM;BPI-133-CO 2020-09-09 08:04 AM;BPI-133-CO 2021-03-26 06:26 AM;BPI-133-CO 2021-03-26 06:48 AM;BPI-133-CO 2021-03-26 07:07 AM;NA;NA;NA;BPI-133-CO 2021-09-07 07:29 AM;BPI-133-CO 2021-09-07 08:22 AM
133;BPI-134-CO 2019-11-15 06:39 AM;BPI-134-CO 2019-11-15 06:56 AM;BPI-134-CO 2019-11-15 07:33 AM;BPI-134-CO 2019-11-15 07:49 AM;NA;NA;NA;NA;BPI-134-CO 2020-08-25 06:18 AM;NA;BPI-134-CO 2020-09-09 07:19 AM;BPI-134-CO 2020-09-09 07:43 AM;BPI-134-CO 2021-03-26 06:26 AM;BPI-134-CO 2021-03-26 06:46 AM;BPI-134-CO 2021-03-26 07:12 AM;NA;NA;NA;BPI-134-CO 2021-09-07 07:46 AM;BPI-134-CO 2021-09-07 08:06 AM
134;BPI-135-CO 2019-11-21 08:14 AM;BPI-135-CO 2019-11-21 08:35 AM;BPI-135-CO 2019-11-25 06:40 AM;BPI-135-CO 2019-11-25 08:21 AM;BPI-135-CO 2020-03-09 06:40 AM;BPI-135-CO 2020-03-09 08:40 AM;BPI-135-CO 2020-03-10 07:57 AM;BPI-135-CO 2020-03-10 09:06 AM;BPI-135-CO 2020-08-27 06:06 AM;BPI-135-CO 2020-08-27 07:32 AM;BPI-135-CO 2020-09-27 07:36 AM;BPI-135-CO 2020-09-27 09:56 AM;BPI-135-CO 2021-02-11 06:08 AM;BPI-135-CO 2021-02-11 07:19 AM;BPI-135-CO 2021-02-11 08:53 AM;BPI-135-CO 2021-03-29 06:41 AM;BPI-135-CO 2021-08-06 05:59 AM;BPI-135-CO 2021-08-06 07:13 AM;BPI-135-CO 2021-09-03 07:46 AM;BPI-135-CO 2021-09-03 08:48 AM
135;BPI-136-CO 2019-10-21 06:42 AM;BPI-136-CO 2019-10-21 07:10 AM;BPI-136-CO 2019-10-21 08:09 AM;BPI-136-CO 2019-10-21 08:43 AM;BPI-136-CO 2020-02-07 06:30 AM;BPI-136-CO 2020-02-07 08:17 AM;BPI-136-CO 2020-02-10 07:12 AM;BPI-136-CO 2020-02-10 07:55 AM;BPI-136-CO 2020-08-21 07:21 AM;BPI-136-CO 2020-08-21 08:04 AM;BPI-136-CO 2020-09-21 05:42 AM;BPI-136-CO 2020-09-21 07:18 AM;BPI-136-CO 2021-02-22 07:00 AM;BPI-136-CO 2021-02-22 07:33 AM;BPI-136-CO 2021-02-22 08:01 AM;BPI-136-CO 2021-03-16 06:21 AM;BPI-136-CO 2021-07-22 08:18 AM;BPI-136-CO 2021-07-28 06:09 AM;BPI-136-CO 2021-08-15 07:38 AM;BPI-136-CO 2021-08-27 08:52 AM
136;BPI-137-CO 2019-10-21 06:26 AM;BPI-137-CO 2019-10-21 06:57 AM;BPI-137-CO 2019-10-21 07:52 AM;BPI-137-CO 2019-10-21 08:28 AM;BPI-137-CO 2020-02-07 06:43 AM;BPI-137-CO 2020-02-07 08:03 AM;BPI-137-CO 2020-02-10 07:26 AM;BPI-137-CO 2020-02-10 08:09 AM;BPI-137-CO 2020-08-21 07:41 AM;BPI-137-CO 2020-08-21 08:19 AM;BPI-137-CO 2020-09-21 05:58 AM;BPI-137-CO 2020-09-21 09:15 AM;BPI-137-CO 2021-02-22 07:22 AM;BPI-137-CO 2021-02-22 07:47 AM;BPI-137-CO 2021-02-22 08:23 AM;BPI-137-CO 2021-03-16 06:34 AM;BPI-137-CO 2021-07-22 08:30 AM;BPI-137-CO 2021-07-28 06:23 AM;BPI-137-CO 2021-08-15 07:54 AM;BPI-137-CO 2021-08-27 09:07 AM
137;BPI-138-CO 2019-10-21 06:06 AM;BPI-138-CO 2019-10-21 07:25 AM;BPI-138-CO 2019-10-21 07:37 AM;BPI-138-CO 2019-10-21 08:38 AM;BPI-138-CO 2020-02-07 06:56 AM;BPI-138-CO 2020-02-07 07:50 AM;BPI-138-CO 2020-02-10 06:55 AM;BPI-138-CO 2020-02-10 07:41 AM;BPI-138-CO 2020-08-21 07:56 AM;BPI-138-CO 2020-08-21 08:32 AM;BPI-138-CO 2020-09-21 06:17 AM;BPI-138-CO 2020-09-21 09:00 AM;BPI-138-CO 2021-02-22 06:50 AM;BPI-138-CO 2021-02-22 07:48 AM;BPI-138-CO 2021-02-22 08:42 AM;BPI-138-CO 2021-03-16 06:50 AM;BPI-138-CO 2021-07-28 06:40 AM;BPI-138-CO 2021-07-28 08:14 AM;BPI-138-CO 2021-08-15 08:10 AM;BPI-138-CO 2021-08-29 06:12 AM
138;BPI-139-CO 2019-10-21 06:04 AM;BPI-139-CO 2019-10-21 07:14 AM;BPI-139-CO 2019-10-21 07:43 AM;BPI-139-CO 2019-10-21 08:24 AM;BPI-139-CO 2020-02-07 07:10 AM;BPI-139-CO 2020-02-07 07:37 AM;BPI-139-CO 2020-02-10 06:06 AM;BPI-139-CO 2020-02-10 06:39 AM;BPI-139-CO 2020-08-21 07:43 AM;BPI-139-CO 2020-08-21 08:13 AM;BPI-139-CO 2020-09-21 06:32 AM;BPI-139-CO 2020-09-21 08:38 AM;BPI-139-CO 2021-02-22 07:09 AM;BPI-139-CO 2021-02-22 08:25 AM;BPI-139-CO 2021-02-22 09:11 AM;BPI-139-CO 2021-03-16 07:07 AM;BPI-139-CO 2021-07-28 06:57 AM;BPI-139-CO 2021-07-28 07:50 AM;BPI-139-CO 2021-08-15 08:25 AM;BPI-139-CO 2021-08-29 06:33 AM
139;BPI-140-CO 2019-10-31 06:25 AM;BPI-140-CO 2019-10-31 06:44 AM;BPI-140-CO 2019-11-06 06:59 AM;BPI-140-CO 2019-11-06 07:19 AM;BPI-140-CO 2020-02-25 06:53 AM;BPI-140-CO 2020-02-25 07:28 AM;BPI-140-CO 2020-02-26 06:31 AM;BPI-140-CO 2020-02-26 06:47 AM;BPI-140-CO 2020-08-20 07:05 AM;NA;BPI-140-CO 2020-09-08 07:19 AM;BPI-140-CO 2020-09-08 07:39 AM;BPI-140-CO 2021-03-08 07:58 AM;BPI-140-CO 2021-03-08 08:06 AM;BPI-140-CO 2021-03-08 08:45 AM;BPI-140-CO 2021-03-08 09:26 AM;BPI-140-CO 2021-08-21 07:41 AM;BPI-140-CO 2021-08-21 07:56 AM;BPI-140-CO 2021-08-21 08:53 AM;BPI-140-CO 2021-09-21 06:59 AM
140;BPI-141-CO 2019-10-31 06:07 AM;BPI-141-CO 2019-10-31 07:00 AM;BPI-141-CO 2019-11-06 06:21 AM;BPI-141-CO 2019-11-06 06:40 AM;BPI-141-CO 2020-02-25 06:36 AM;BPI-141-CO 2020-02-25 07:09 AM;BPI-141-CO 2020-02-26 06:15 AM;BPI-141-CO 2020-02-26 07:06 AM;BPI-141-CO 2020-08-20 06:47 AM;NA;BPI-141-CO 2020-09-08 07:02 AM;BPI-141-CO 2020-09-08 07:56 AM;BPI-141-CO 2021-03-08 07:29 AM;BPI-141-CO 2021-03-08 07:47 AM;BPI-141-CO 2021-03-08 08:26 AM;BPI-141-CO 2021-03-08 09:10 AM;BPI-141-CO 2021-08-21 07:25 AM;BPI-141-CO 2021-08-21 08:11 AM;BPI-141-CO 2021-08-21 08:38 AM;BPI-141-CO 2021-09-21 06:41 AM
141;BPI-142-CO 2019-11-06 06:01 AM;BPI-142-CO 2019-11-06 07:41 AM;BPI-142-CO 2019-11-14 07:59 AM;BPI-142-CO 2019-11-14 08:31 AM;BPI-142-CO 2020-02-25 06:17 AM;BPI-142-CO 2020-02-25 07:47 AM;BPI-142-CO 2020-02-26 07:23 AM;BPI-142-CO 2020-02-26 07:48 AM;BPI-142-CO 2020-08-20 06:31 AM;NA;BPI-142-CO 2020-09-08 06:59 AM;BPI-142-CO 2020-09-08 07:30 AM;BPI-142-CO 2021-03-08 07:08 AM;BPI-142-CO 2021-03-08 08:21 AM;BPI-142-CO 2021-03-08 09:08 AM;BPI-142-CO 2021-03-25 08:17 AM;BPI-142-CO 2021-08-21 07:04 AM;BPI-142-CO 2021-08-21 08:15 AM;BPI-142-CO 2021-08-21 08:29 AM;BPI-142-CO 2021-09-21 07:21 AM
142;BPI-143-CO 2019-10-31 05:47 AM;BPI-143-CO 2019-11-06 05:45 AM;BPI-143-CO 2019-11-06 07:54 AM;BPI-143-CO 2019-11-14 08:16 AM;BPI-143-CO 2020-02-25 06:04 AM;BPI-143-CO 2020-02-25 08:00 AM;BPI-143-CO 2020-02-26 07:35 AM;BPI-143-CO 2020-02-26 08:00 AM;BPI-143-CO 2020-08-20 06:16 AM;NA;BPI-143-CO 2020-09-08 07:14 AM;BPI-143-CO 2020-09-08 07:47 AM;BPI-143-CO 2021-03-08 06:51 AM;BPI-143-CO 2021-03-08 08:49 AM;BPI-143-CO 2021-03-08 09:22 AM;BPI-143-CO 2021-03-25 08:33 AM;BPI-143-CO 2021-08-21 06:46 AM;BPI-143-CO 2021-08-21 08:00 AM;BPI-143-CO 2021-08-21 08:45 AM;BPI-143-CO 2021-09-21 07:34 AM
143;BPI-144-CO 2019-10-23 07:36 AM;BPI-144-CO 2019-10-23 07:51 AM;BPI-144-CO 2019-10-23 08:54 AM;BPI-144-CO 2019-11-08 08:19 AM;BPI-144-CO 2020-02-13 07:29 AM;BPI-144-CO 2020-02-13 07:50 AM;BPI-144-CO 2020-02-14 06:39 AM;BPI-144-CO 2020-02-14 07:01 AM;BPI-144-CO 2020-08-20 08:40 AM;BPI-144-CO 2020-08-20 09:45 AM;BPI-144-CO 2020-09-08 09:06 AM;BPI-144-CO 2020-09-08 09:52 AM;BPI-144-CO 2021-01-28 09:13 AM;BPI-144-CO 2021-03-03 07:40 AM;BPI-144-CO 2021-03-29 06:07 AM;BPI-144-CO 2021-03-30 08:03 AM;BPI-144-CO 2021-08-09 07:33 AM;BPI-144-CO 2021-08-16 08:09 AM;BPI-144-CO 2021-09-08 07:42 AM;BPI-144-CO 2021-09-08 08:10 AM
144;NA;NA;NA;NA;BPI-145-CO 2020-03-06 06:26 AM;BPI-145-CO 2020-03-06 06:48 AM;NA;NA;BPI-145-CO 2020-08-26 05:59 AM;BPI-145-CO 2020-08-26 06:17 AM;BPI-145-CO 2020-09-30 06:55 AM;BPI-145-CO 2020-09-30 07:17 AM;BPI-145-CO 2021-02-17 06:52 AM;BPI-145-CO 2021-02-17 08:54 AM;BPI-145-CO 2021-02-17 09:27 AM;BPI-145-CO 2021-04-06 10:22 AM;BPI-145-CO 2021-07-23 09:21 AM;BPI-145-CO 2021-08-29 06:59 AM;BPI-145-CO 2021-08-29 07:19 AM;BPI-145-CO 2021-08-29 08:34 AM
145;BPI-146-CO 2019-10-25 08:00 AM;BPI-146-CO 2019-10-25 08:42 AM;BPI-146-CO 2019-10-26 06:34 AM;BPI-146-CO 2019-10-26 07:09 AM;NA;BPI-146-CO 2020-02-03 08:44 AM;BPI-146-CO 2020-02-04 06:35 AM;BPI-146-CO 2020-02-04 07:27 AM;BPI-146-CO 2020-08-26 07:09 AM;BPI-146-CO 2020-08-26 08:20 AM;BPI-146-CO 2020-09-30 08:17 AM;BPI-146-CO 2020-09-30 09:18 AM;BPI-146-CO 2021-02-17 06:27 AM;BPI-146-CO 2021-02-17 08:05 AM;BPI-146-CO 2021-02-17 09:50 AM;BPI-146-CO 2021-04-06 06:51 AM;BPI-146-CO 2021-07-23 08:23 AM;BPI-146-CO 2021-08-29 06:17 AM;BPI-146-CO 2021-08-29 07:43 AM;BPI-146-CO 2021-08-29 08:29 AM
146;BPI-147-CO 2019-10-25 08:29 AM;BPI-147-CO 2019-10-25 08:47 AM;BPI-147-CO 2019-10-26 06:51 AM;BPI-147-CO 2019-10-26 07:25 AM;NA;BPI-147-CO 2020-02-03 09:03 AM;BPI-147-CO 2020-02-04 06:55 AM;BPI-147-CO 2020-02-04 07:10 AM;BPI-147-CO 2020-08-26 07:37 AM;BPI-147-CO 2020-08-26 08:46 AM;BPI-146-CO 2020-09-30 08:43 AM;BPI-147-CO 2020-09-30 09:37 AM;BPI-147-CO 2021-02-17 06:53 AM;BPI-147-CO 2021-02-17 08:35 AM;BPI-147-CO 2021-02-17 09:36 AM;BPI-147-CO 2021-04-06 06:28 AM;BPI-147-CO 2021-07-23 08:00 AM;BPI-147-CO 2021-08-29 06:44 AM;BPI-147-CO 2021-08-29 07:27 AM;BPI-147-CO 2021-08-29 08:10 AM
147;BPI-148-CO 2019-11-21 07:34 AM;BPI-148-CO 2019-11-21 07:51 AM;BPI-148-CO 2019-11-25 06:26 AM;BPI-148-CO 2019-11-25 08:35 AM;BPI-148-CO 2020-03-09 06:56 AM;BPI-148-CO 2020-03-09 08:22 AM;BPI-148-CO 2020-03-10 07:43 AM;BPI-148-CO 2020-03-10 08:50 AM;BPI-148-CO 2020-08-27 06:27 AM;BPI-148-CO 2020-08-27 07:47 AM;BPI-148-CO 2020-09-27 07:56 AM;BPI-148-CO 2020-09-27 09:44 AM;BPI-148-CO 2021-02-11 06:25 AM;BPI-148-CO 2021-02-11 07:34 AM;BPI-148-CO 2021-02-11 09:08 AM;BPI-148-CO 2021-03-29 06:52 AM;BPI-148-CO 2021-08-06 06:15 AM;BPI-148-CO 2021-08-06 06:57 AM;BPI-148-CO 2021-09-03 08:03 AM;BPI-148-CO 2021-09-03 08:31 AM
148;BPI-149-CO 2019-11-21 06:59 AM;BPI-149-CO 2019-11-21 07:15 AM;BPI-149-CO 2019-11-25 08:00 AM;BPI-149-CO 2019-11-25 08:41 AM;BPI-149-CO 2020-03-09 08:06 AM;BPI-149-CO 2020-03-09 08:48 AM;BPI-149-CO 2020-03-10 07:23 AM;BPI-149-CO 2020-03-10 08:31 AM;BPI-149-CO 2020-08-27 06:57 AM;BPI-149-CO 2020-08-27 08:15 AM;BPI-149-CO 2020-09-27 08:26 AM;BPI-149-CO 2020-09-27 08:48 AM;BPI-149-CO 2021-02-11 06:49 AM;BPI-149-CO 2021-02-11 07:51 AM;BPI-149-CO 2021-02-11 08:32 AM;BPI-149-CO 2021-03-29 07:10 AM;BPI-149-CO 2021-08-06 06:32 AM;BPI-149-CO 2021-08-06 06:56 AM;BPI-149-CO 2021-09-03 08:07 AM;BPI-149-CO 2021-09-03 08:31 AM
149;BPI-150-CO 2019-11-21 06:22 AM;BPI-150-CO 2019-11-21 06:40 AM;BPI-150-CO 2019-11-25 07:45 AM;BPI-150-CO 2019-11-25 08:26 AM;BPI-150-CO 2020-03-09 07:52 AM;BPI-150-CO 2020-03-09 08:31 AM;BPI-150-CO 2020-03-10 07:07 AM;BPI-150-CO 2020-03-10 08:16 AM;BPI-150-CO 2020-08-27 07:17 AM;BPI-150-CO 2020-08-27 08:38 AM;BPI-150-CO 2020-09-27 07:11 AM;BPI-150-CO 2020-09-27 09:24 AM;BPI-150-CO 2021-02-11 06:49 AM;BPI-150-CO 2021-02-11 08:12 AM;BPI-150-CO 2021-02-11 09:00 AM;BPI-150-CO 2021-03-29 06:26 AM;BPI-150-CO 2021-08-06 06:12 AM;BPI-150-CO 2021-08-06 06:41 AM;BPI-150-CO 2021-09-03 07:51 AM;BPI-150-CO 2021-09-03 08:47 AM
150;BPI-151-CO 2019-11-22 07:47 AM;BPI-151-CO 2019-11-25 07:26 AM;BPI-151-CO 2019-11-25 07:56 AM;BPI-151-CO 2019-11-25 08:10 AM;BPI-151-CO 2020-03-09 07:35 AM;BPI-151-CO 2020-03-09 08:15 AM;BPI-151-CO 2020-03-10 08:00 AM;BPI-151-CO 2020-03-10 09:14 AM;BPI-151-CO 2020-08-27 07:06 AM;BPI-151-CO 2020-08-27 08:44 AM;BPI-151-CO 2020-09-27 08:00 AM;BPI-151-CO 2020-09-27 09:05 AM;BPI-151-CO 2021-02-11 07:15 AM;BPI-151-CO 2021-02-11 07:50 AM;BPI-151-CO 2021-02-11 09:26 AM;BPI-151-CO 2021-03-29 08:48 AM;BPI-151-CO 2021-08-06 07:19 AM;BPI-151-CO 2021-08-06 08:57 AM;BPI-151-CO 2021-09-03 06:22 AM;BPI-151-CO 2021-09-03 07:35 AM
151;BPI-152-CO 2019-11-22 07:25 AM;BPI-152-CO 2019-11-22 08:07 AM;BPI-152-CO 2019-11-25 07:01 AM;BPI-152-CO 2019-11-25 07:38 AM;BPI-152-CO 2020-03-09 07:15 AM;BPI-152-CO 2020-03-09 07:55 AM;BPI-152-CO 2020-03-10 07:44 AM;BPI-152-CO 2020-03-10 08:57 AM;BPI-152-CO 2020-08-27 06:47 AM;BPI-152-CO 2020-08-27 09:15 AM;BPI-152-CO 2020-09-27 08:28 AM;BPI-152-CO 2020-09-27 08:46 AM;BPI-152-CO 2021-02-11 07:26 AM;BPI-152-CO 2021-02-11 08:31 AM;BPI-152-CO 2021-02-11 09:03 AM;BPI-152-CO 2021-03-29 08:23 AM;BPI-152-CO 2021-08-06 07:35 AM;BPI-152-CO 2021-08-06 08:37 AM;BPI-152-CO 2021-09-03 06:38 AM;BPI-152-CO 2021-09-03 07:11 AM
152;BPI-153-CO 2019-11-22 06:52 AM;BPI-153-CO 2019-11-22 08:26 AM;BPI-153-CO 2019-11-25 06:39 AM;BPI-153-CO 2019-11-25 07:18 AM;BPI-153-CO 2020-03-09 06:55 AM;BPI-153-CO 2020-03-09 07:32 AM;BPI-153-CO 2020-03-10 07:25 AM;BPI-153-CO 2020-03-10 08:34 AM;BPI-153-CO 2020-08-27 06:19 AM;BPI-153-CO 2020-08-27 08:04 AM;BPI-153-CO 2020-09-27 09:16 AM;BPI-153-CO 2020-09-27 09:51 AM;BPI-153-CO 2021-02-11 06:52 AM;BPI-153-CO 2021-02-11 08:04 AM;BPI-153-CO 2021-02-11 08:32 AM;BPI-153-CO 2021-03-29 07:57 AM;BPI-153-CO 2021-08-06 07:56 AM;BPI-153-CO 2021-08-06 08:12 AM;BPI-153-CO 2021-09-03 06:42 AM;BPI-153-CO 2021-09-03 07:07 AM
153;BPI-154-CO 2019-11-22 06:30 AM;BPI-154-CO 2019-11-22 08:46 AM;BPI-154-CO 2019-11-25 06:22 AM;BPI-154-CO 2019-11-25 06:59 AM;BPI-154-CO 2020-03-09 06:39 AM;BPI-154-CO 2020-03-09 07:13 AM;BPI-154-CO 2020-03-10 07:09 AM;BPI-154-CO 2020-03-10 08:13 AM;BPI-154-CO 2020-08-27 05:58 AM;BPI-154-CO 2020-08-27 09:05 AM;BPI-154-CO 2020-09-27 07:37 AM;BPI-154-CO 2020-09-27 10:25 AM;BPI-154-CO 2021-02-11 06:33 AM;BPI-154-CO 2021-02-11 07:43 AM;BPI-154-CO 2021-02-11 08:08 AM;BPI-154-CO 2021-03-29 07:37 AM;BPI-154-CO 2021-08-06 07:31 AM;BPI-154-CO 2021-08-06 08:28 AM;BPI-154-CO 2021-09-03 06:23 AM;BPI-154-CO 2021-09-03 07:25 AM
